Slur,Represents,Origin,
Lugan,Lithuanians,Reasons unknown. Possible origins in the Chicago area.
Lugz,Blacks,Named after the brand of footwear who's ad campaign is targeted towards blacks.
Luigi,Italians,"Famous Italian videogame plumber. Used to refer to tall, thin Italians"
Lynch-monger,Whites,"Comes from Whites lynching Blacks before and around US Civil War times. ""Monger"" meaning someone who promotes this practice."
Ma Se Poes,Blacks,"Comes from the general curse used by Afrikaans-speaking South Africans (mainly coloureds in Cape Town), ""Jou ma se poes"", which means ""Your mother's cunt"". Not that common anymore"
Mac,Scottish,Common Scottish surname prefix.
Macaca,Indians,"Derived from the word ""monkey."" Famously used by Republican U.S. Senator George Allen during his 2006 re-election campaign."
Macaco,Brazilians,"The Argentinians call Brazilians ""macacos"" (monkeys in brazilian portuguese language) because they are more racially mixed. Specially used in soccer confrontations."
Macaquito,Brazilians,"The Argentinians call Brazilians ""macaquitos"" (little monkeys) because they are more racially mixed."
Macaroni,Italians,The famous macaroni noodle originated in Italy.
Mackerel Snapper,Irish,"It can be applied to any Catholic, Irish or otherwise. In the past, Catholics were forbidden from eating meat on Fridays. They got around this sort of the same way some vegetarians do, by eating fish (although technically this is not vegetarian, but ""pescetarian""). Still observed in heavily-Catholic areas (they even have school/church fish-fry Fridays)."
MacLord,Whites,"Macintosh users, typically caucasians, are often haughty and arrogant much like English lords of Olde."
Madrasis,Indians,The biggest city in South India used to be called Madras(now Chennai).
Maggot,Whites,"Maggots breed from filth and when the Whites came to America, they brought with them rats and diseases therefore wiping out half of the Native American population. Hence the term ""maggots""."
Magila Gorilla,Blacks,"Term for a Huge, Fat, Black man."
Mahout,Indians,"Literally means ""Elephant Driver"" but was turned into a popular racial slur around 1997 when a lot of Indains began to move onto Long Island."
Mail-order Bride,Filipinos,The Philippines is one of the biggest sources of mail-order brides.
Maize-Muncher,Native Americans,Natives are known for there love of corn.
Makak,Moroccan,Makak is some kinda ape. It's a Belgian word.
Makaronifresser,Italians,"German. Fressen is impolite term for eating (people essen, but animals fressen)."
Malabari,Malayali/Indian,Popular slang used in the MiddleEast to describe the Malayalam speaking people from Kerala state in India. Malabar which is a part of Kerala used to have economic ties with the MiddleEast because of the spice trade. However the term Malabari is now considered a derogatory word.
Maldito Bori,Puerto Ricans,"Puerto Ricans come from Boriquen and call themselves Boriquas. Bori is short for that. Maldito is used so commonly before Bori by many other Hispanics because they steal, rob, kill, and smell. Maldito means ""god-damned""."
Mammy,Blacks,"Similar to Aunt Jemima. Stereotype of black women as nannies to white children, especially overweight black women - see ""Gone With The Wind""."
Mandingo,Blacks,In reference to the 1975 blacksploitation movie with the same name.
Mandinka,Blacks,"Reference to the motion picture ""Roots"": A Mandinka warrior was a 'Big Black Buck'."
Mango,Hawaiians,Reference to the mongoloid appearance of many Hawaiins and other Pacific islanders.
Mangosteen,Indians,The mangosteen is a fruit that grows in the East Indies and is black on the outside but white on the inside. Refers to Indians who have forgotten their heritage.
Mangro-Monkey,Blacks,Monkeys live in mangroves.
Manny,Portuguese,"Because it seems nine out of ten Portuguese guys are named ""Manuel"", or ""Manny"""
Manuel Labor,Mexicans,Mexicans residing in the United States are used predominantly for manual labor. Manuel is a common hispanic name.
Mao,Chinese,"From Mao Tse-tung, original leader of communist China."
Mape,Canadians,Maple leaf on their flag.
Maple Leaf Nigger,Canadians,Their flag has a maple leaf on it.
Maple-Sucker,Canadians,Refers to Canadian people and the assumption that they consume lots of maple syrup
Mario,Italians,Famous Italian vidoegame plumber. Used to refer to fat Italians.
Maroon,Blacks,When the slave ships had a troublemaking slave-to-be they would drop him off on a small island or rock in the middle of the ocean thus 'marooning' him.
Marsh Nigger,Dutch,The Netherlands is a very marshy country
Marshmallow,Whites,"A traditional, middle-aged caucasian: Soft and White."
MARTA,Blacks,Metro Atlanta Regional Transit Authority. Or as it's sometimes known: Moving Africans Rapidly Through Atlanta.
Martha Stewart,Whites,"Means like a bad term for white housewife, bored crooked ass homemaker."
Mascot,Native Americans,Their likeness is often mascots for sports teams
Massa,Whites,Black Southern speech. The Negro slaves addressed their Masters in this way.
Mat Saleh,Whites,Malaysian slur for caucasians.
Matza-Gobbler,Jews,Matza is Jewish un-levened bread
Matzah,Jews,Refers to the Jewish food matzah balls
Mavro/Mav,Blacks,Greek word for black
Mayate,Blacks,Hispanic term for 'Nigger.'
Mayflower,Whites,American whites. Reference to the ship called Mayflower.
Mayonnaise,Whites,Skin color.
McChigger,Mixed Races,Irish/Chinese/African American mix
McGook,Vietnamese,"Soldier in name called them that, referring to McDonalds (slaughtered meat)"
McKraut,Mixed Races,German/Irish person. Used in the Godfather trilogy.
McNigga,Blacks,Reference to McDonald's new line of advertising campaigns marketed towards blacks.
McNugget,Scottish,"For scottish or irish children - Mc (or Mac) for scottish/irish, nugget to represent that they are children"
McSpic,Mixed Races,Mixed race of Irish and Hispanics
McWop,Mixed Races,"Irish/Italian, Mick and Wop, play on common Irish last names."
MD,Whites,Melanin Deficient
Mead,Irish,The Irish are commonly drunk on mead and mead-derived alcohols
Meat Pie,Asians,"""Yellow on the outside, black on the inside."""
Meatball,Italians,Self-explanatory
Mechanical,Blacks,English rhyming slang - Mechanical digger = Nigger
Med Wop,Mediterraneans,Self-explanatory.
Mehi,Mexican,X's (like J's) are pronounced in Spanish like an English H. Thus this slur is a mockery of their pronounciation.
Melanzana,Blacks,"Italian for ""eggplant"" - very dark black people have a purplish tint to their skin, so does eggplant."
Mellanoid,Blacks,Dictionary: one having dark pigmentation.
Melon Johnny,Blacks,Italian slang for Blacks.
Memetis,Turks,Greek pronounciation of the Islamic name of Mehmet
Memphis,Whites,"Dirty white trailor trash people normally resemble the population of Memphis, TN."
Merkin,Americans,"American pronunciation of ""American"", also a pubic wig"
Meshback,Whites,For Rednecks. Refers to the mesh-backed caps they wear
Meshky,Blacks,"Translated into Farsi (Persian language) means ""black"". Used commonly among young white boys as undercover means of saying ""nigger"""
Mestizo,Hispanics,"Specifically, Spanish/Native American mixed breed. Not polite, but not taboo either. From the Spanish word for ""mixed""."
Mexcrement,Mexicans,"Obvious combination of ""Mexican"" and ""excrement"""
Mexi-Ho's,Mexicans,Term to describe Mexican girls who get pregnant at an early age.
Mexican't,Mexicans,Based on the stereotype that Mexicans are lazy.
Mexicoon,Mixed Races,Mexican/Black mix.
Mexijew,Mixed Races,Mexican/Jewish mix.
Meximese,Mixed Races,Mexican/Vietnamese
Mi Dang,Blacks,The Vietnamese term for African Americans.
Michelli,Whites,Commonly used to refer to Whites living in southern United States.
Mick/Mic/Mc,Irish,"Many Irish surnames begin with ""Mc"" or ""Mac."" Many Irish are also named after the famed Michael Collins, making Michael (Mick) a very common name. Not as derogatory as Paddy."
Midnight,Blacks,Self-explanatory.
Migger,Mexicans,Mexicans/Hispanics who act black.
Miguel,Mexicans,Stereotypical name for Mexicans
Milano,Mixed Races,Black/White mix. In reference to the cookie.
Milk,Whites,Due to the light color of their skin
Milk Dud,Blacks,A black person with a shaved head.
Milkhead,Whites,"Very white with a big head. Can be heard in John Waters' ""Female Trouble"""
Milkman,Blacks,Black men who prefer white women. Used by blacks.
Milky,Whites,Referring to their racism and white skin.
Mingia,Italians,In Sicilian dialect it means 'dick'.
Mishwa,Blacks,"Means ""barbequed"" or ""grilled"" in Arabic, blacks for their dark skin. Mishweya for females."
Miss Cleo,Blacks,A reference to the (in)famous commercial personality.
Missing Tooth,Whites,Redneck whites commonly have missing teeth.
Missippi Tree Emblem,Blacks,Due to when they were hung in the Southern states.
Mississippi Blue Lip,Blacks,Old redneck term.
Mister Charles,Vietnamese,Used during the vietnam war referring to VC or Victor Charlie.
Mister Charlie,Whites,"Lying, Conniving, Untrustworthy white"
Miyagi,Asians,From the movie The Karate Kid
Miyate,Blacks,"Mexican/Latino slang for ""minority""."
MLK,Blacks,"Pronouced ""milk,"" made due to misrepresentation of national holidays"
Mo,Mexicans,Acronym for Mexican Orderly: Used in jails to refer to mexican trustees.
Mo,Eskimos,"Shortened version of ""Eskimo"""
Mo And Yo,Blacks,2 of the more common sounds they make in their general street slang.
Moanback,Blacks,"From Southern black garbage men giving the driver directions on when to back up (Come on back, or 'mon back)."
MOB,Americans,Morbidly Obese Bodies on account of Americans are mostly fat (also could be Morbidly Obese Bitches for women)
Mocha,Arabs,Skin color (not quite black).
Mockey,Jews,"Jews ""mocked"" Jesus at his death."
Mocro,Moroccans,Used by themselves and the Dutch. Originated from Spanish
Modern Farm Equipment,Mexicans,"Many Mexicans work in agriculture today. Evolved from the ""Antique Farm Equipment"" slur for Blacks."
Moe,Chinese,Since Chinese always have haircuts that look like Moe from The 3 Stooges
Mof/Moffen,Germans,Used by the Dutch in the 2nd World War.
Mohow,Native Americans,Indians have Mohawks & Pow wows.
Mojack,Icelandics,"Military term for Icelandics, origin unknown[?]"
Mojado,Hispanics,Means 'wet' or 'dunked' in Spanish. See Mojo
Mojo,Hispanics,"Normally used among Hispanics towards other Hispanics. ""Mojo"" derives from ""mojado"" meaning ""wet"" i.e. wet-backs. Mojados are Mexican citizens while pochos are Mexican-Americans."
Moke,Hawaiians,"Refers to how locals in Hawaii are big/fat/dumb. Used by locals similar to how blacks use ""nigger."""
Molecko Jecko,Egyptians,"A term used for an Epygtian young male in America. ""Molecko Jecko"" was a character in a comedy who used to come to America just to buy a lifetime supply of milkshakes. Comes from the word ""Moleckum"" meaning ""drink sipper"" in Arabic."
Monday,Blacks,Nobody likes Mondays.
Mongrel,Mixed Races,"When dogs of two different breeds, breed. The offspring is called a mongrel breed"
Monkey,Blacks,Similar appearance/genetics.
Monkeyboy,Blacks,"People once believed, because of their high cranium, blacks were close cousins to primates."
Mono,Blacks,A hispanic term for blacks meaning monkey in most dialects.
Montana,Hispanics,"Derived from the movie ""Scarface"" which stars a cuban immigrant druglord named ""Tony Montana"", slur usually said with a Spanish accent"
Montu,Blacks,Old African word that refers to tribes people.
Mook,Chinese,"A 'mook jonk' is a wooden dummy used in kung fu. Word defined as ""an ineffectual, foolish, or contemptible person."""
Mooliachi,Blacks,Female version of Mooley. Used in The Godfather.
Moolie,Blacks,"Shortened from Melanzane, meaning ""eggplant"" in Italian. Eggplants have black skin."
Moolignon,Blacks,Italian for eggplant (technically Mulignane). Could be combination of Moolie and hooligan.
Moon Cricket,Blacks,"See Cricket. Possibly derived from the ""MC"" often used after many black nicknames. Also a possible reference to the minoral aspect of the African race in the United States. A black person(cricket) in a sea of white(the moon)."
Moon Cricket,Whites,"The slur is also used by some Native Americans against whites: ""moon"" as in pale, and ""cricket"" as in whites have big eyes and gangly legs. Whites also make annoying sounds like crickets."
Moor,Arabs,"For the Muslims that invaded Europe during the Middle Ages. Also used as derogatory against those of ancestry where the Moors settled (Spain, Sicily) - they are ""part Moor""."
Moose,Koreans,Used by American GIs to refer to Korean whores because of their facial features.
Moosefucker,Canadians,"Tom Green, a Canadian, mocked sexual contact with a moose on his television show."
Moron,Mormons,Similiar words
Morta Cristo,Jews,Italian for 'Christ-killer.'
Moses,Jews,Famous Jew who led his people out of Egypt.
Moskal,Russians,"Used by Ukrainians, because of the arrogance of the Moscow citizens"
Mosquito,Muslims,Reference to Muslims going to mosques.
Mosquito,Jews,"Jews tend have long noses, similar to a mosquito."
Moss Eater,Whites,White trash in the Pacific Northwest.
Mottisa,Blacks,"Back in slave days the Black servants would ask ""Mo tee Sah"", which in proper English translates to ""More tea Sir?"""
Mountain Monkey,Norwegians,Danish slur for Norwegians. Frequently used at sporting events.
Mouse,Whites,"Used by Blacks to refer to nervous (""shook"") white people walking through the ghetto."
Mow-Mow,Blacks,"Refers to the Mau Mau movement in Kenya , that rose up in protest to the theft of their land by the British. Mau Mau is european-invented name; the Gikuyu people is the Kenyan name."
Mozzie,Muslims,Shortend term
Mr. Big,Blacks,"From Yaphet Kotto's Character in the Bond film ""Live and Let Die."""
Mr. Bojangles,Blacks,"William ""Bojangles"" Robinson was a famous black dancer."
MSG Farmers,Chinese,"The Chinese use a harmful additive, M.S.G., in their food to enhance the flavor."
Muck,Eskimos,"Short for Eskimuck, due to the problems the Eskimo have pronouncing the English language."
Muck,Native Americans,"Short for ""Muckleshoot"", one of the most stereotypical and despised tribes of the Pacific Northwest"
Muckadoo,Blacks,"Shawnee, Native American term for ""Mud person"""
Mucker,Irish,"Used in Boston because Irish immigrants could mostly only find employment helping to fill in the Back Bay which was at the time, marsh and water."
Mud,Mixed Races,"Black/White mix, or white women who date black men"
Mud Duck,Blacks,Dark skin. See Mud People.
Mud Flaps,Blacks,Black people who have large lips.
Mud People,Blacks,"Sentiment that only Wasps are born with souls, everyone else God made from mud. Also suggests life without meaning, value or worth. Used by the church that was attended by Mr. Smith - the hate killer that shot up a bunch of Jews and Blacks in the summer of '99."
Mud Shark,Whites,White girls who date black men.
Mud Turtle,Blacks,"Being bottom-feeders; Mud ""musk"" turtles have a distinct odor and are mud-colored"
Mudak,Russians,"Similar to dumb ass, but very explicit."
Mudskipper,Whites,A white woman who dates black men.
Mudslide,Mexicans,What a jailbreak of Mexicans looks like.
Mufasa,Blacks,James Earl Jones' character from The Lion King.
Muffin-head,Blacks,Reference to the popular black hair style of afro's.
Muhammad,Arabs,Common name.
Muk/Muktuk,Eskimos,Comes from the main Eskimo food source - Muktuk - whale fat/meat.
Muktuk,Eskimos,Muktuk is eskimo for whale blubber
Mulan,Chinese,Female charater in a chinese story
Mule,Hispanics,Hispanics transport drugs.
Mullato,Mixed Races,"Black/White mix, usually. The Spanish ""Mullato"" translates to ""like a mule."" Could refer to any mixed breed."
Mulletard,Whites,Retarded white trash with a mullet.
Mullethead,Whites,"Bad hair cut (short on top, long in back) rural whites sport fashionably. Could easily be shortened to just ""mullet."""
Mulunyan,Blacks,"Italian word for egg plant, which is black when uncooked."
Mung,Vietnamese,"Vietnamese people that were relocated to America by the US government during and after the Vietnam War. It's actually the correct pronunciation of the word ""Hmong"", mountain-dwelling people inhabiting southeastern China and the northern parts of Vietnam, Laos, and Thailand. Also used derisively to apply to all Asian persons. Also a type of bean/bean sprout used in oriental cuisine."
Mungen,Chinese,A Tamil word used by the Indians to insult the Chinese
Mungie Cake,Whites,White sponge cake found in Europe.
Munt,Blacks,"Rhodesian. Comes from the African word for ""person"""
Mupp,Whites,Refers to white people who are as filthy as a mop.
Muppetfucker,Whites,Backwoods inbred rednecks of the U.S. south are called muppetfuckers because they look like Muppets.
Murray,Maori,"Sounds similar to ""Māori"", New Zealand aboriginals."
Mushu,Asians,Probably from Asian kid on Crank Yankers
Musungu,Whites,Swahili word for white people
Mutt,Mixed Races,Any mix of races. The regular use of 'mutt' refers to dogs of mixed breed.
Muzzie,Arabs,"A lot of Arabs are Muslims. Muslim, Muzzie."
My Friend!,Indians,Started by the constant greetings of the clerks of a deli as they greet customers.
Mythmaker,Greeks,Because the Greeks made up myths
N'er,Blacks,"Nonchalant way of saying ""nigger."""
N.E.D.,Scottish,"Non Educated Delinquent. A major subculture in Scotland, NEDs are young criminal men who live off government handouts."
N.L.B.,Whites,"""Nigger Loving Bitch."" Represents a woman, while not of the African race, sleeps with those who are."
Naca,Blacks,North American Concrete Ape
Nacho,Hispanics,Based on the popular snack.
Naco,Hispanics,"Native Mexicans. Used as an insult by city dwellers on indigenous, small town inhabitants or vulgar people even from the big city."
Nade,Canadians,"Shortened form of ""Canadian."" Nades is a 2v1 game of tennis."
Naffer,Arabs,Naf short for North-African
NAGA,Blacks,North American Ground Ape; Affectionately used by the LAPD during the Watts riot in Los Angeles.
Nagasaki,Japanese,Self explanatory
Nagur,Blacks,"The Irish-Americans called black people ""Nagurs"" because they could not pronounce the word ""Nigger"" with their accent."
NAHA,Blacks,North American Hairless Apes
Nammer,Vietnamese,"Derived from Vietnam being called ""Nam""."
Nanner,Blacks,Banana/Monkey/etc related. Also a way to mask the word Nigger
Nanner,Afghans,"""Nann"" is the main bread that Afghans eat."
NAPA,Blacks,Nother American Pavement Apes.
Napalm,Vietnamese,Napalm was used during the Vietnam war.
Napkin Nigger,Indians,Obvious reasons.
Nappy Head,Blacks,Refers to hair type.
Nappy-headed Ho,Blacks,"Black female basketball players (Thanks Don Imus, you racist douchebag)"
Narrow Back,Irish,The son or daughter of an Irish immigrant.
NASA,African Americans,North American Street Ape
Natasha,Russians,"From the common Slavic woman's name, used in Turkey and other countries to refer to East European prostitutes, and by extension to any East European woman, with the suggestion that they are all whores."
Nate,Native Americans,Shortened. Could probably be used on any native peoples.
Nazi,Germans,Self-explanatory.
Neanderthal,Scottish,Neanderthals were supposedly discovered in Scotland.
Neck,Whites,Shortened version of 'redneck.'
Neechee,Native Americans,Love of Lychee fruit.
Neekeri/Nekru,Blacks,"Finnish for ""nigger."""
Negative,Blacks,South African - Referred to as undeveloped (as in film negatives).
Negress,Blacks,"Black female. Adapted from ""nigger""."
Negro,Blacks,"Once acceptable, it is now often taken derogatorily by Blacks."
Negroid,Blacks,Negro + oid; +oid being a general english suffix meaning related to.
Negrophiliac,Whites,"White people with an unhealthly obsession with niggers, derived from necrophiliac."
Nelly,Blacks,Like Mammy. Common black name/character in Antebellum South.
Nethead,Hispanics,Chicano slur used in L.A. From Mexican boys wearing thin nets to cover their hair.
New York Met,Hispanics,There are a lot of Hispanics on the Mets.
Newfie,Canadians,Newfoundlanders. Some of the people from Newfoundland are considered to be less intelligent.
Newspaper,Mixed Races,Newspapers are Black & White.
Newyorican,Puerto Ricans,Puerto Ricans living in New York
NFT,Blacks,"NFT is the name of the MetroBus system in Buffalo, the initials came to represent Nigger Freight Train"
Ng,Asians,Pronounced 'Ing' . Ng is a very common Asian surname that is considered goofy and is used derogatorily.
Ni-ni,Blacks,"Used instead of ""nigger"" in potentially sensitive company, to avoid being overheard, or to appear politically correct."
Niche,Blacks,Used by Cubans regarding Blacks.
Nickel Nose,Jews,Money and Facial characteristic.
Nico/a,Nicaraguans,Non-derogatory Nickname used by themselves and others.
Nig-nog,Blacks,"Used in England. Probably from the Dutch ""niknok"" (nigger) by way of South Africa."
Nigdu,Mixed Races,"Nigger + Hindu. Half black, half Indian. Also an Indian trying to act black."
Niggabyte,Blacks,A computer geek who happens to be Black.
Niggapotomous,Blacks,An extremely fat nigger.
Nigger,Blacks,"Most likely originates with the Latin word ""niger"" which translates to ""black"". Similar words for ""black"" exist in other languages (Spanish, for example, is ""negro""). Also somewhat relates to the African country Nigeria, which is primarily black. Many variations exist, including ""Nig"", ""Nigel"", ""Niggy"", ""Niggly"", etc. Some interesting history."
Nigger,Whites,Irony
Nigger Digger,Whites,A white female who dates black men.
Nigger Magnet,Whites,White girl with a big ass
Nigger mortis,Blacks,"It's like rigor mortis, except you're just too lazy to move."
Niggerachi,Blacks,Black person who acts Hispanic
Niggerette,Blacks,"Black women. Adapted from: Nigger, See: Nigger."
Niggerican,Mixed Races,Black/Puerto Rican mix.
Niggerino,Blacks,A little nigger
Niggeroid,Blacks,Usually light skinned mixed breed black and any other race.
Nigglet,Blacks,Black children. Adapted from mixing Nigger with the word piglet (a baby pig)
Night Club Bomber,Muslims,Bali Bombing
Night Fighter,Black,Was probably originally coined in the Boer War when the British/Afrikaaneers were fighting the Zulus
Night-Rider,Whites,White women who date Black men.
Nightcrawler,Blacks,"Out at night,"
Nightlite,Whites,White people that live in Africa are brighter than others at night
Niglige,Blacks,"This describes the snow that piles up on the side of the street that turns black. To make a black snowman, you use niglige."
Nigloo,Blacks,"In northern Canada, it refers to Blacks living way up north in the cold with the Eskimos."
Nignorant,Blacks,Nigger + ignorant.
Nigonometry,Blacks,Blacks who are scholars at math.
Nigook,Mixed Races,Nigger + gook. Self explanatory.
Nigra,Blacks,"Used by Whites in the Jim Crow South who were too lace-curtain to say ""nigger"" but too racist to say ""Negro."""
Nigress,Blacks,Black women. Nigress is to Nigger as Tigris is to Tiger.
Nike,Mixed Races,Nigger + Kike = Nike
Niknok,Blacks,Dutch version of Nigger.
Nikon,Asians,Popular brand of camera. Asian tourists are known to take a lot of photographs.
Nilla,Whites,"Used by white people to describe other white people, is offensive if black people say it to whites. (i.e. ""sup mah nilla?"") Mocking the fact that its offensive to blacks when whites say nigger. Reference to the coloring of vanilla flavored foods."
Nina,Irish,No Irish Need Apply (from the days of the potato famine and they immigrated to the US and nobody wanted to hire them)
Nine Iron,Asians,"Golf club with a dramatic degree of loft, ostensibly resembling stereotypical Asian 'slanted' eyes. As slanted as..."
Nineteens (19's),Blacks,"When choosing an exterior color for a Cadillac, a popular car amongst Blacks, the color code for black is 19."
Ninja,Asians,The idea of ninjas comes from Asia
Ninja,Blacks,Ninjas wear black clothing.
Nink,Chinese,Chinese person acting Black
Ninky,Mixed Races,Black/White mix. See Carlton or Zebra. It can be both.
Nip,Japanese,Shortened version of Nipponese(the former name for the Japanese.
Nip/Nipper,Japanese,"Short for Nippon meaning ""Japan""."
Niponese,Japanese,Used instead of 'Japanese.'
Nipper,Japanese,"They live in Japan, also known as Nippon."
Nippopotomus,Japanese,A Japanese person of robust proportions.
Niptai,Mixed Races,Japanese/Thailandese
Nit,Native Americans,"Chivington ordered him men: ""kill and scalp all, big and little; nits make lice"" just before the Sand Creek massacre in 1864. This was an explination as to why troops were ordered to kill Indian children."
Nitch,Blacks,The females. Nigger-Bitch.
Nog,Blacks,"Stands for ""Nigger Out of Gas"". Used by White police officers to describe Blacks who run out of gas and wait for the police to supply them some, which, supposedly, by law they have to do."
NOLA,Blacks,Hurricane Katrina evacuees
Non,Whites,"Used by Native Americans to describe people who are ""non-native"". This can be directed at any race, but primarily used toward whites. Simply a descriptive word used from native to native."
Nonswimmer,Blacks,You don't often see Black swimming
Nooc,Blacks,Coon backwards
Noodle Nigger,Chinese,Self Explanatory
Nooger,Chinese,Noodle-nigger.
Noogin,Norwegians,"Columnist Mike Royko invented this one, claiming that there were no insults for Norwegians, because they were too well-liked and ""nice."" So he made this one up for a 1978 column."
Norbagge,Norwegians,Used in Sweden to describe Norwegians
Nordski,Scandinavians,"They come from ""da Nord""."
Nork,North Koreans,Self Explanatory
Norsk,Norwegians,One of the words used by the Swedes for Norwegians
Norsky,Norwegians,Shortened/derogatory slang term
North Mexican,Canadians,Because Canada is on the north side of the U.S. Border
November,Blacks,"In the phonetic alphabet, ""nigger"" is spelled: November - India - Golf - Golf - Echo - Romeo"
Nubian Princess,Blacks,"Originally was a compliment for Black women, grew popularity from the movie ""Friday"" then was commonly used mockingly under mentality that a Nubian meaning African even with a title of princess is still a Nigger."
Number 2,Blacks,Usually when checking off racial or ethnic background African-American is the second choice.
Nunga,Australian Aboriginals,"Originally an Aboriginal name for themselves as a people; used by others, however, it is considered derogatory."
Nuprin,Asians,"""Little, yellow, different."""
Nurple,Blacks,"African Blacks, specifically. ""So black they appear purple."""
O.J.,Blacks,From the football star/accused murderer O.J. Simpson.
O.T.W.,Blacks,Other Than White. Could be used for any non-caucasian race
Oar Tuggers,Blacks,Self explanatory
OBG,Blacks,Original Blue Gums. Refering to the color of thier gums
Ocnod,Arabs,"A bastardization of Achnad, a common Arab name."
Octoroon,Mixed Races,A person who is 1/8th Black. Originated by the Spanish in the 14th/15th century as they were very exact in their racial classifications to determine a person's worth in society.
Ofay,Whites,"Used to be popular with political types who were down with their ""African Roots."" Made popular in the play ""A Raisin in the Sun."" Possibly of Creole origin meaning something similar to ""foe."""
Off Beat,Whites,White people can't dance (well).
Off-White,Mediterraneans,Darker skin yet still called white
Oil Baron,Arabs,Self explanatory
Oil Junky,Americans,The United States is a major consumer of oil.
Oil Slick,Blacks,"A very dark skinned black person who is sweaty, making his skin slippery."
Ola,Norwegians,Swedish slang for stupid Norwegian.
Olaf,Scandinavians,"Olaf is a common Scandinavians (Swede, Norwegian) name"
Old Brown Tucker,Blacks,Slur for an old African American man. Comes from a popular song during the time of the Civil War.
Old Fig,Whites,"Figs are white cookies; used by the infamous ""Word Association"" skit on Saturday Night Live with Chevy Chase and Richard Pryor"
Olejnik,Slovakians,Coined from the famous Peter Olejnik Hatred fund
Olive Nigger,Greeks,Greece is renowned for its olives.
Olive-Picker,Greeks,Large amount of olives
Olympican,Mexicans,"From the joke ""Why are there no Mexicans in the olympics? Because every Mexican who can run, jump, or swim is in this country!"""
Omarosa,Blacks,"Bitchy black woman from the TV show ""The Apprentice"""
Onionhead,Urkranians,Based on their buildings having large onion-type roofs
OPEC,Arabs,The Organization of Petrolium Exporting Countries
Opie,Whites,Blacks call goofy whites this.
Oquizi Ohcha,Whites,Means 'White Devil'. From Africa
Orange Picker,Hispanics,From all the Hispanics that work in the agriculture industry in California.
Orangie,Dutch,"The national Dutch color is Orange, and they manifest this color everwhere in their country- from soccer season to vehicle paint jobs"
Orb,Blacks,The word 'bro' backwards.
Oreo,Blacks,"A black person who acts white. Black on the outside, white on the inside. Or a person who half black/half white."
Oreo,Asians,Oreo is bastardized form of Oriental.
Oriental,Asian,"Considered offensive because it dates back to ""Orientalism,"" when Asians were considered savages and Asian women were all seen as sexual objects."
Orlando,Blacks,Used by other black people to refer to the 'old-school' blacks who do not keep current with the 'gansta' styles of music or clothing.
Ornamental,Asians,From Oriental.
Osama,Arabs,"Osama Bin Laden, obviously"
Osrouge,Mixed Races,Native American/Black mix. Rouge means 'Red' in French.
Otaku,Whites,A white person that tries to be Japanese in every way
Othello,Blacks,Refers to black men who only date white women. Reference to the Shakespearean play of the same title about a black man named Othello married to a white woman.
Oven Magnet,Jews,Attracted to the inside of ovens.
Oven-Baked,Jews,World War II reference.
Oven-Dweller,Jews,World War II reference.
Oye,Cubans,"(Pronounced ""o-yay"") Derogatory term used by non-Cubans. Derived from their frequent and rude use of the word ""oye"" in conversation. Means ""hey,"" or ""hey you."""
Oyebo,Whites,It literally means peeled skin. It is what the Yoruba people of Nigeria used to call the first Europeans they saw.
Oz,Australians,Shortened form of Aussie
P-1,Asians,"P-1 is a commonly used abbreviation for traffic collision reports for Party #1, Party #1 is normally the person at fault for a collision."
P. R.,Puerto Ricans,self-explanatory
P.L.O.,Arabs,Palestinian Liberation Organization
P.O.A.,Blacks,Previously Owned American
Pac Man,Pakistanis,Sounds similar to pac-man (the early 80s arcade game)
Pachuco,Mexicans,A gang of Mexicans living in California in the 1940s
Paddy,Irish,"Used mainly in Britain. Similar negativity connotations as ""nigger"". Comes from St. Patrick and/or from the common Irish name Padraig. Also spelled Patty."
Paddy Wagon,Irish,"Variation of ""paddy."" The term Paddy Wagon derives from the idea that the Irish were all criminals, and when the police came to quell a brawl or something of the like, they would just be rounding up a bunch of ""paddys."""
Pajama Mamma,Arabs,Arab (and/or Muslim) women wear clothes that resemble pajamas
Pakeha,New Zealanders,"White New Zealanders. Not generally seen as derogatory. The word derives from 'pakepakeha'...mythical fair-skinned human-like creatures and now means any New Zealander with predominantly European ancestry. Was referenced in the news recently when some white Kiwis tried to get it changed on their census forms because it was racist - ""Pakeha"" translates to ""White pig"", a reference both to what the Maoris thought of the first English settlers, and the way the same settlers tasted when eaten - salty, like the wild pigs they also ate."
Paki,Indians,Short for Pakistani. Often not derogatory when used. In The UK many Indians and Pakistanis have been lumped under the same term. It's *much* more of a slur to Indians
Pakoniggy,Mixed Races,Pakistani/Black mix.
Pal,Palestinians,Self-explanatory
Palangi,Whites,Samoan name for Caucasians
Paleface,Whites,"The brim of a cowboy's hat would make an odd suntan across his face. The bottom half would be tanned dark, while the top half remained pale because it was shaded by the brim. The Native American sign for a white person was wiping the index finger across their own face along the bridge of the nose, indicating the border between dark and light skin on a cowboy's face. They came to call the white men ""pale faces""."
Paleostinian,Palestinians,"Accusing the Palestinians of primitive, barbarous behavior."
Palesimian,Palestinians,"Combination of ""Palestinian"" with ""simian"", i.e. ape-like or subhuman."
Palewhineian,Palestinians,"Israeli, meaning discontent nature of Palestinians"
Palm Beacher,Jews,Elderly Jews in Palm Beach County Florida deadlocked the election for 2 months.
